accuracy,precision,recall,f1,operating_threshold,roc_auc,pr_auc,confusion_matrix,candidate_name,model_family,sampling_strategy,is_sampled
0.9361702127659575,0.0,0.0,0.0,0.5,0.7696969696969697,0.42279418629824317,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.7_spw10_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.7712121212121211,0.3483907234818505,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.7_spw14_Nat,XGBoost,Class_Weighted,False
0.9276595744680851,0.3333333333333333,0.13333333333333333,0.19047619047619047,0.5,0.7806060606060606,0.2944759436618756,"[[216, 4], [13, 2]]",XGB_d3_lr0.05_col0.3_ROS,XGBoost,RandomOverSampling_TrainOnly,True
0.9319148936170213,0.42857142857142855,0.2,0.2727272727272727,0.5,0.7866666666666666,0.32725681153900765,"[[216, 4], [12, 3]]",XGB_d3_lr0.05_col0.5_ROS,XGBoost,RandomOverSampling_TrainOnly,True
0.9404255319148936,1.0,0.06666666666666667,0.125,0.5,0.7893939393939394,0.32474437950519514,"[[220, 0], [14, 1]]",XGB_d5_lr0.05_col0.3_ROS,XGBoost,RandomOverSampling_TrainOnly,True
0.9446808510638298,1.0,0.13333333333333333,0.23529411764705882,0.5,0.8021212121212121,0.29890144082940673,"[[220, 0], [13, 2]]",XGB_d5_lr0.05_col0.5_ROS,XGBoost,RandomOverSampling_TrainOnly,True
0.9361702127659575,0.5,0.06666666666666667,0.11764705882352941,0.5,0.8145454545454545,0.21539650060014448,"[[219, 1], [14, 1]]",RF_d6_fsqrt_balanced,RandomForest,balanced,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8284848484848485,0.22232729593325873,"[[220, 0], [15, 0]]",RF_d6_fsqrt_balanced_subsample,RandomForest,balanced_subsample,False
0.9191489361702128,0.0,0.0,0.0,0.5,0.8054545454545455,0.21334234726729018,"[[216, 4], [15, 0]]",RF_d6_f0.2_balanced,RandomForest,balanced,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.7748484848484849,0.20646686625954513,"[[220, 0], [15, 0]]",RF_d6_f0.2_balanced_subsample,RandomForest,balanced_subsample,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.7933333333333334,0.25995651134755454,"[[220, 0], [15, 0]]",RF_d10_fsqrt_balanced,RandomForest,balanced,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.7596969696969698,0.1645862942454094,"[[220, 0], [15, 0]]",RF_d10_fsqrt_balanced_subsample,RandomForest,balanced_subsample,False
0.9319148936170213,0.0,0.0,0.0,0.5,0.7966666666666667,0.22216800449282129,"[[219, 1], [15, 0]]",RF_d10_f0.2_balanced,RandomForest,balanced,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.7396969696969696,0.23899493147427808,"[[220, 0], [15, 0]]",RF_d10_f0.2_balanced_subsample,RandomForest,balanced_subsample,False
